country_name,date,parameter,product,value,unit
Estonia,11/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",243.125,GWh
Estonia,11/1/2023,Net Electricity Production,Oil and Petroleum Products,2.1353,GWh
Estonia,11/1/2023,Net Electricity Production,Natural Gas,2.419,GWh
Estonia,11/1/2023,Net Electricity Production,Combustible Renewables,103.4798,GWh
Estonia,11/1/2023,Net Electricity Production,Other Combustible Non-Renewables,5.3907,GWh
Estonia,11/1/2023,Net Electricity Production,Hydro,3.6316,GWh
Estonia,11/1/2023,Net Electricity Production,Wind,48.0045,GWh
Estonia,11/1/2023,Net Electricity Production,Solar,4.2732,GWh
Estonia,11/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",159.3891,GWh
Estonia,11/1/2023,Total Imports,Electricity,681.9477,GWh
Estonia,11/1/2023,Total Exports,Electricity,327.0282,GWh
Estonia,11/1/2023,Distribution Losses,Electricity,37.478,GWh
Estonia,11/1/2023,Final Consumption (Calculated),Electricity,729.9006,GWh
Finland,11/1/2023,Net Electricity Production,Electricity,7404.5146,GWh
Finland,11/1/2023,Net Electricity Production,Nuclear,2956.3441,GWh
Finland,11/1/2023,Net Electricity Production,Total Combustible Fuels,1660.9254,GWh
Finland,11/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",334.3937,GWh
Finland,11/1/2023,Net Electricity Production,Oil and Petroleum Products,12.2387,GWh
Finland,11/1/2023,Net Electricity Production,Natural Gas,72.9607,GWh
Finland,11/1/2023,Net Electricity Production,Combustible Renewables,1200.4099,GWh
Finland,11/1/2023,Net Electricity Production,Other Combustible Non-Renewables,40.9223,GWh
Finland,11/1/2023,Net Electricity Production,Hydro,1400.2105,GWh
Finland,11/1/2023,Net Electricity Production,Wind,1364.7441,GWh
Finland,11/1/2023,Net Electricity Production,Solar,4.7071,GWh
Finland,11/1/2023,Net Electricity Production,Not Specified,17.5833,GWh
Finland,11/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",3970.0717,GWh
Finland,11/1/2023,Total Imports,Electricity,1117.5224,GWh
Finland,11/1/2023,Total Exports,Electricity,693.8521,GWh
Finland,11/1/2023,Distribution Losses,Electricity,317.6342,GWh
Finland,11/1/2023,Final Consumption (Calculated),Electricity,7510.5507,GWh
France,11/1/2023,Net Electricity Production,Electricity,46263.1768,GWh
France,11/1/2023,Net Electricity Production,Nuclear,27580,GWh
France,11/1/2023,Net Electricity Production,Total Combustible Fuels,4441.561,GWh
France,11/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",221.2352,GWh
France,11/1/2023,Net Electricity Production,Oil and Petroleum Products,481.9598,GWh
France,11/1/2023,Net Electricity Production,Natural Gas,2813.8704,GWh
France,11/1/2023,Net Electricity Production,Combustible Renewables,749.0891,GWh
France,11/1/2023,Net Electricity Production,Other Combustible Non-Renewables,175.4064,GWh
France,11/1/2023,Net Electricity Production,Hydro,6743.8179,GWh
France,11/1/2023,Net Electricity Production,Wind,6414.9984,GWh
France,11/1/2023,Net Electricity Production,Solar,991.3455,GWh
France,11/1/2023,Net Electricity Production,Geothermal,7.9717,GWh
France,11/1/2023,Net Electricity Production,Other Renewables,39.8221,GWh
France,11/1/2023,Net Electricity Production,Not Specified,43.6602,GWh
France,11/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",14947.0447,GWh
France,11/1/2023,Total Imports,Electricity,1616.0797,GWh
France,11/1/2023,Total Exports,Electricity,6888.6593,GWh
France,11/1/2023,Used for pumped storage,Electricity,605.8379,GWh
France,11/1/2023,Distribution Losses,Electricity,3495.3136,GWh
France,11/1/2023,Final Consumption (Calculated),Electricity,36889.4457,GWh
Germany,11/1/2023,Net Electricity Production,Electricity,44209.1532,GWh
Germany,11/1/2023,Net Electricity Production,Total Combustible Fuels,23808.9254,GWh
Germany,11/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",11747.2201,GWh
Germany,11/1/2023,Net Electricity Production,Oil and Petroleum Products,388.9805,GWh
Germany,11/1/2023,Net Electricity Production,Natural Gas,7362.1766,GWh
Germany,11/1/2023,Net Electricity Production,Combustible Renewables,3813.3439,GWh
Germany,11/1/2023,Net Electricity Production,Other Combustible Non-Renewables,497.2043,GWh
Germany,11/1/2023,Net Electricity Production,Hydro,2284.6016,GWh
Germany,11/1/2023,Net Electricity Production,Wind,16474.7772,GWh
Germany,11/1/2023,Net Electricity Production,Solar,1484.5934,GWh
Germany,11/1/2023,Net Electricity Production,Geothermal,14.2212,GWh
Germany,11/1/2023,Net Electricity Production,Not Specified,142.0345,GWh
Germany,11/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",24071.5372,GWh
Germany,11/1/2023,Total Imports,Electricity,4981.2649,GWh
Germany,11/1/2023,Total Exports,Electricity,5348.8691,GWh
Germany,11/1/2023,Used for pumped storage,Electricity,608.7176,GWh
Germany,11/1/2023,Distribution Losses,Electricity,2355.3032,GWh
Germany,11/1/2023,Final Consumption (Calculated),Electricity,40877.5282,GWh
Greece,11/1/2023,Net Electricity Production,Electricity,3565.081,GWh
Greece,11/1/2023,Net Electricity Production,Total Combustible Fuels,1539.0624,GWh
Greece,11/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",357.05,GWh
Greece,11/1/2023,Net Electricity Production,Oil and Petroleum Products,130.0585,GWh
Greece,11/1/2023,Net Electricity Production,Natural Gas,996.136,GWh
Greece,11/1/2023,Net Electricity Production,Combustible Renewables,52.4908,GWh
Greece,11/1/2023,Net Electricity Production,Other Combustible Non-Renewables,3.3271,GWh
Greece,11/1/2023,Net Electricity Production,Hydro,334.6036,GWh
Greece,11/1/2023,Net Electricity Production,Wind,1166.0278,GWh
Greece,11/1/2023,Net Electricity Production,Solar,525.3872,GWh
Greece,11/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2078.5094,GWh
Greece,11/1/2023,Total Imports,Electricity,460.9926,GWh
Greece,11/1/2023,Total Exports,Electricity,172.6914,GWh
Greece,11/1/2023,Used for pumped storage,Electricity,42.939,GWh
Greece,11/1/2023,Distribution Losses,Electricity,299.9377,GWh
Greece,11/1/2023,Final Consumption (Calculated),Electricity,3510.5054,GWh
Hungary,11/1/2023,Net Electricity Production,Electricity,2689.2202,GWh
Hungary,11/1/2023,Net Electricity Production,Nuclear,1227.7935,GWh
Hungary,11/1/2023,Net Electricity Production,Total Combustible Fuels,1058.0476,GWh
Hungary,11/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",217.2709,GWh
Hungary,11/1/2023,Net Electricity Production,Oil and Petroleum Products,2.5685,GWh
Hungary,11/1/2023,Net Electricity Production,Natural Gas,687.1677,GWh
Hungary,11/1/2023,Net Electricity Production,Combustible Renewables,129.8573,GWh
Hungary,11/1/2023,Net Electricity Production,Other Combustible Non-Renewables,21.1832,GWh
Hungary,11/1/2023,Net Electricity Production,Hydro,17.8661,GWh
Hungary,11/1/2023,Net Electricity Production,Wind,74.8084,GWh
Hungary,11/1/2023,Net Electricity Production,Solar,298.8276,GWh
Hungary,11/1/2023,Net Electricity Production,Geothermal,0.6271,GWh
Hungary,11/1/2023,Net Electricity Production,Not Specified,11.25,GWh
Hungary,11/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",521.9864,GWh
Hungary,11/1/2023,Total Imports,Electricity,1959.4488,GWh
Hungary,11/1/2023,Total Exports,Electricity,696.5649,GWh
Hungary,11/1/2023,Distribution Losses,Electricity,223.2272,GWh
Hungary,11/1/2023,Final Consumption (Calculated),Electricity,3728.8769,GWh
Iceland,11/1/2023,Net Electricity Production,Electricity,1606.7101,GWh
Iceland,11/1/2023,Net Electricity Production,Total Combustible Fuels,0.1028,GWh
Iceland,11/1/2023,Net Electricity Production,Oil and Petroleum Products,0.1028,GWh
Iceland,11/1/2023,Net Electricity Production,Hydro,1130.3386,GWh
Iceland,11/1/2023,Net Electricity Production,Wind,1.156,GWh
Iceland,11/1/2023,Net Electricity Production,Geothermal,475.1128,GWh
Iceland,11/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1606.6073,GWh
Iceland,11/1/2023,Distribution Losses,Electricity,43.9385,GWh
Iceland,11/1/2023,Final Consumption (Calculated),Electricity,1562.7716,GWh
Ireland,11/1/2023,Net Electricity Production,Electricity,2695.2698,GWh
Ireland,11/1/2023,Net Electricity Production,Total Combustible Fuels,1349.836,GWh
Ireland,11/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",88.8176,GWh
Ireland,11/1/2023,Net Electricity Production,Oil and Petroleum Products,22.4293,GWh
Ireland,11/1/2023,Net Electricity Production,Natural Gas,1144.0777,GWh
Ireland,11/1/2023,Net Electricity Production,Combustible Renewables,74.9371,GWh
Ireland,11/1/2023,Net Electricity Production,Other Combustible Non-Renewables,19.5744,GWh
Ireland,11/1/2023,Net Electricity Production,Hydro,142.8371,GWh
Ireland,11/1/2023,Net Electricity Production,Wind,1199.9439,GWh
Ireland,11/1/2023,Net Electricity Production,Solar,2.6529,GWh
Ireland,11/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1420.3709,GWh
Ireland,11/1/2023,Total Imports,Electricity,350.8997,GWh
Ireland,11/1/2023,Total Exports,Electricity,32.7959,GWh
Ireland,11/1/2023,Used for pumped storage,Electricity,40.8892,GWh
Ireland,11/1/2023,Distribution Losses,Electricity,221.8521,GWh
Ireland,11/1/2023,Final Consumption (Calculated),Electricity,2750.6323,GWh
Italy,11/1/2023,Net Electricity Production,Electricity,20627.347,GWh
Italy,11/1/2023,Net Electricity Production,Total Combustible Fuels,11340.0822,GWh
Italy,11/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",966.4952,GWh
Italy,11/1/2023,Net Electricity Production,Oil and Petroleum Products,469.9099,GWh
Italy,11/1/2023,Net Electricity Production,Natural Gas,8733.2612,GWh
Italy,11/1/2023,Net Electricity Production,Combustible Renewables,1026.1057,GWh
Italy,11/1/2023,Net Electricity Production,Other Combustible Non-Renewables,144.3102,GWh
Italy,11/1/2023,Net Electricity Production,Hydro,4309.319,GWh
Italy,11/1/2023,Net Electricity Production,Wind,2983.0565,GWh
Italy,11/1/2023,Net Electricity Production,Solar,1507.3613,GWh
Italy,11/1/2023,Net Electricity Production,Geothermal,444.5227,GWh
Italy,11/1/2023,Net Electricity Production,Not Specified,43.0052,GWh
Italy,11/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",10270.3652,GWh
Italy,11/1/2023,Total Imports,Electricity,4811.1052,GWh
Italy,11/1/2023,Total Exports,Electricity,266.9095,GWh
Italy,11/1/2023,Used for pumped storage,Electricity,189.9368,GWh
Italy,11/1/2023,Distribution Losses,Electricity,1474.5695,GWh
Italy,11/1/2023,Final Consumption (Calculated),Electricity,23507.0362,GWh
Japan,11/1/2023,Net Electricity Production,Electricity,75022.586,GWh
Japan,11/1/2023,Net Electricity Production,Nuclear,6501.9495,GWh
Japan,11/1/2023,Net Electricity Production,Total Combustible Fuels,53851.9084,GWh
Japan,11/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",22548.3238,GWh
Japan,11/1/2023,Net Electricity Production,Oil and Petroleum Products,1399.6026,GWh
Japan,11/1/2023,Net Electricity Production,Natural Gas,24859.987,GWh
Japan,11/1/2023,Net Electricity Production,Combustible Renewables,3346.1698,GWh
Japan,11/1/2023,Net Electricity Production,Other Combustible Non-Renewables,1697.8252,GWh
Japan,11/1/2023,Net Electricity Production,Hydro,4479.4139,GWh
Japan,11/1/2023,Net Electricity Production,Wind,1141.6116,GWh
Japan,11/1/2023,Net Electricity Production,Solar,7297.6935,GWh
Japan,11/1/2023,Net Electricity Production,Geothermal,251.0749,GWh
Japan,11/1/2023,Net Electricity Production,Not Specified,1498.9342,GWh
Japan,11/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",16515.9637,GWh
Japan,11/1/2023,Used for pumped storage,Electricity,1092.5897,GWh
Japan,11/1/2023,Distribution Losses,Electricity,4399.8733,GWh
Japan,11/1/2023,Final Consumption (Calculated),Electricity,69530.123,GWh
Korea,11/1/2023,Net Electricity Production,Electricity,47608.4347,GWh
Korea,11/1/2023,Net Electricity Production,Nuclear,14966.4686,GWh
Korea,11/1/2023,Net Electricity Production,Total Combustible Fuels,28991.6976,GWh
Korea,11/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",14435.9166,GWh
Korea,11/1/2023,Net Electricity Production,Oil and Petroleum Products,278.135,GWh
Korea,11/1/2023,Net Electricity Production,Natural Gas,12969.8463,GWh
Korea,11/1/2023,Net Electricity Production,Combustible Renewables,1143.2115,GWh
Korea,11/1/2023,Net Electricity Production,Other Combustible Non-Renewables,164.5882,GWh
Korea,11/1/2023,Net Electricity Production,Hydro,560.3123,GWh
Korea,11/1/2023,Net Electricity Production,Wind,466.9804,GWh
Korea,11/1/2023,Net Electricity Production,Solar,2242.5235,GWh
Korea,11/1/2023,Net Electricity Production,Other Renewables,63.5852,GWh
Korea,11/1/2023,Net Electricity Production,Not Specified,316.8671,GWh
Korea,11/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",4476.6129,GWh
Korea,11/1/2023,Used for pumped storage,Electricity,435.1222,GWh
Korea,11/1/2023,Distribution Losses,Electricity,1598.4928,GWh
Korea,11/1/2023,Final Consumption (Calculated),Electricity,45574.8197,GWh
Latvia,11/1/2023,Net Electricity Production,Electricity,492.3542,GWh
Latvia,11/1/2023,Net Electricity Production,Total Combustible Fuels,212.2447,GWh
Latvia,11/1/2023,Net Electricity Production,Natural Gas,164.2341,GWh
Latvia,11/1/2023,Net Electricity Production,Combustible Renewables,48.0106,GWh
Latvia,11/1/2023,Net Electricity Production,Hydro,261.744,GWh
Latvia,11/1/2023,Net Electricity Production,Wind,18.2637,GWh
Latvia,11/1/2023,Net Electricity Production,Solar,0.1018,GWh
Latvia,11/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",328.1201,GWh
Latvia,11/1/2023,Total Imports,Electricity,369.9501,GWh
Latvia,11/1/2023,Total Exports,Electricity,259.0658,GWh
Latvia,11/1/2023,Distribution Losses,Electricity,32.1755,GWh
Latvia,11/1/2023,Final Consumption (Calculated),Electricity,571.063,GWh
Lithuania,11/1/2023,Net Electricity Production,Electricity,439.04,GWh
Lithuania,11/1/2023,Net Electricity Production,Total Combustible Fuels,131.4975,GWh
Lithuania,11/1/2023,Net Electricity Production,Oil and Petroleum Products,14.4711,GWh
Lithuania,11/1/2023,Net Electricity Production,Natural Gas,61.0354,GWh
Lithuania,11/1/2023,Net Electricity Production,Combustible Renewables,15.6805,GWh
Lithuania,11/1/2023,Net Electricity Production,Other Combustible Non-Renewables,40.3105,GWh
Lithuania,11/1/2023,Net Electricity Production,Hydro,80.8781,GWh
Lithuania,11/1/2023,Net Electricity Production,Wind,223,GWh
Lithuania,11/1/2023,Net Electricity Production,Solar,3.6443,GWh
Lithuania,11/1/2023,Net Electricity Production,Not Specified,0.02,GWh
Lithuania,11/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",323.2029,GWh
Lithuania,11/1/2023,Total Imports,Electricity,972.4125,GWh
Lithuania,11/1/2023,Total Exports,Electricity,272.3167,GWh
Lithuania,11/1/2023,Used for pumped storage,Electricity,65.5174,GWh
Lithuania,11/1/2023,Distribution Losses,Electricity,80.0279,GWh
Lithuania,11/1/2023,Final Consumption (Calculated),Electricity,993.5904,GWh
Luxembourg,11/1/2023,Net Electricity Production,Electricity,203.9673,GWh
Luxembourg,11/1/2023,Net Electricity Production,Total Combustible Fuels,23.3935,GWh
Luxembourg,11/1/2023,Net Electricity Production,Natural Gas,8.9956,GWh
Luxembourg,11/1/2023,Net Electricity Production,Combustible Renewables,14.3979,GWh
Luxembourg,11/1/2023,Net Electricity Production,Other Combustible Non-Renewables,0,GWh
Luxembourg,11/1/2023,Net Electricity Production,Hydro,113.3324,GWh
Luxembourg,11/1/2023,Net Electricity Production,Wind,61.3745,GWh
Luxembourg,11/1/2023,Net Electricity Production,Solar,5.8669,GWh
Luxembourg,11/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",194.9717,GWh
Luxembourg,11/1/2023,Total Imports,Electricity,560.907,GWh
Luxembourg,11/1/2023,Total Exports,Electricity,105.9261,GWh
Luxembourg,11/1/2023,Used for pumped storage,Electricity,133.9349,GWh
Luxembourg,11/1/2023,Distribution Losses,Electricity,12.3268,GWh
Luxembourg,11/1/2023,Final Consumption (Calculated),Electricity,512.6865,GWh
Mexico,11/1/2023,Net Electricity Production,Electricity,30164.6004,GWh
Mexico,11/1/2023,Net Electricity Production,Nuclear,848.571,GWh
Mexico,11/1/2023,Net Electricity Production,Total Combustible Fuels,25064.0812,GWh
Mexico,11/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",1851.1245,GWh
Mexico,11/1/2023,Net Electricity Production,Oil and Petroleum Products,4410.4623,GWh
Mexico,11/1/2023,Net Electricity Production,Natural Gas,18537.4302,GWh
Mexico,11/1/2023,Net Electricity Production,Combustible Renewables,168.879,GWh
Mexico,11/1/2023,Net Electricity Production,Other Combustible Non-Renewables,96.1852,GWh
Mexico,11/1/2023,Net Electricity Production,Hydro,991.0007,GWh
Mexico,11/1/2023,Net Electricity Production,Wind,1845.9921,GWh
Mexico,11/1/2023,Net Electricity Production,Solar,959.1832,GWh
Mexico,11/1/2023,Net Electricity Production,Geothermal,291.0222,GWh
Mexico,11/1/2023,Net Electricity Production,Not Specified,164.75,GWh
Mexico,11/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",4256.0772,GWh
Mexico,11/1/2023,Total Imports,Electricity,449.1211,GWh
Mexico,11/1/2023,Total Exports,Electricity,169.968,GWh
Mexico,11/1/2023,Distribution Losses,Electricity,2886.6348,GWh
Mexico,11/1/2023,Final Consumption (Calculated),Electricity,27557.1187,GWh
Netherlands,11/1/2023,Net Electricity Production,Electricity,9590.4495,GWh
Netherlands,11/1/2023,Net Electricity Production,Nuclear,347.884,GWh
Netherlands,11/1/2023,Net Electricity Production,Total Combustible Fuels,5162.4532,GWh
Netherlands,11/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",1050.8098,GWh
Netherlands,11/1/2023,Net Electricity Production,Oil and Petroleum Products,121.3831,GWh
Netherlands,11/1/2023,Net Electricity Production,Natural Gas,3173.1603,GWh
Netherlands,11/1/2023,Net Electricity Production,Combustible Renewables,671.76,GWh
Netherlands,11/1/2023,Net Electricity Production,Other Combustible Non-Renewables,145.3399,GWh
Netherlands,11/1/2023,Net Electricity Production,Hydro,2.8609,GWh
Netherlands,11/1/2023,Net Electricity Production,Wind,3540.3961,GWh
Netherlands,11/1/2023,Net Electricity Production,Solar,494.2638,GWh
Netherlands,11/1/2023,Net Electricity Production,Not Specified,42.5916,GWh
Netherlands,11/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",4709.2808,GWh
Netherlands,11/1/2023,Total Imports,Electricity,1886.5717,GWh
Netherlands,11/1/2023,Total Exports,Electricity,1500.925,GWh
Netherlands,11/1/2023,Distribution Losses,Electricity,437.3922,GWh
Netherlands,11/1/2023,Final Consumption (Calculated),Electricity,9538.704,GWh
New Zealand,11/1/2023,Net Electricity Production,Electricity,3401.029,GWh
New Zealand,11/1/2023,Net Electricity Production,Total Combustible Fuels,301.9842,GWh
New Zealand,11/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",171.6725,GWh
New Zealand,11/1/2023,Net Electricity Production,Oil and Petroleum Products,0.0378,GWh
New Zealand,11/1/2023,Net Electricity Production,Natural Gas,120.4538,GWh
New Zealand,11/1/2023,Net Electricity Production,Combustible Renewables,9.82,GWh
New Zealand,11/1/2023,Net Electricity Production,Hydro,2122.4053,GWh
New Zealand,11/1/2023,Net Electricity Production,Wind,334.422,GWh
New Zealand,11/1/2023,Net Electricity Production,Solar,25.3499,GWh
New Zealand,11/1/2023,Net Electricity Production,Geothermal,613.2743,GWh
New Zealand,11/1/2023,Net Electricity Production,Not Specified,3.5933,GWh
New Zealand,11/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",3105.2715,GWh
New Zealand,11/1/2023,Distribution Losses,Electricity,215.1917,GWh
New Zealand,11/1/2023,Final Consumption (Calculated),Electricity,3185.8373,GWh
Norway,11/1/2023,Net Electricity Production,Electricity,14260.0294,GWh
Norway,11/1/2023,Net Electricity Production,Total Combustible Fuels,176.1472,GWh
Norway,11/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",28.3713,GWh
Norway,11/1/2023,Net Electricity Production,Oil and Petroleum Products,59.0648,GWh
Norway,11/1/2023,Net Electricity Production,Combustible Renewables,19.8849,GWh
Norway,11/1/2023,Net Electricity Production,Other Combustible Non-Renewables,68.8262,GWh
Norway,11/1/2023,Net Electricity Production,Hydro,12715.8623,GWh
Norway,11/1/2023,Net Electricity Production,Wind,1334.4348,GWh
Norway,11/1/2023,Net Electricity Production,Solar,1.6695,GWh
Norway,11/1/2023,Net Electricity Production,Not Specified,31.9157,GWh
Norway,11/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",14071.8514,GWh
Norway,11/1/2023,Total Imports,Electricity,1294.365,GWh
Norway,11/1/2023,Total Exports,Electricity,2250.9243,GWh
Norway,11/1/2023,Used for pumped storage,Electricity,37.043,GWh
Norway,11/1/2023,Distribution Losses,Electricity,875.943,GWh
Norway,11/1/2023,Final Consumption (Calculated),Electricity,12390.4841,GWh
Poland,11/1/2023,Net Electricity Production,Electricity,13823.5525,GWh
Poland,11/1/2023,Net Electricity Production,Total Combustible Fuels,10989.6871,GWh
Poland,11/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",8564.0268,GWh
Poland,11/1/2023,Net Electricity Production,Oil and Petroleum Products,0,GWh
Poland,11/1/2023,Net Electricity Production,Natural Gas,1689.1178,GWh
Poland,11/1/2023,Net Electricity Production,Combustible Renewables,694.5839,GWh
Poland,11/1/2023,Net Electricity Production,Other Combustible Non-Renewables,41.9586,GWh
Poland,11/1/2023,Net Electricity Production,Hydro,269.0561,GWh
Poland,11/1/2023,Net Electricity Production,Wind,2234.7044,GWh
Poland,11/1/2023,Net Electricity Production,Solar,323.9101,GWh
Poland,11/1/2023,Net Electricity Production,Not Specified,6.1948,GWh
Poland,11/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",3522.2545,GWh
Poland,11/1/2023,Total Imports,Electricity,1185.516,GWh
Poland,11/1/2023,Total Exports,Electricity,1257.889,GWh
Poland,11/1/2023,Used for pumped storage,Electricity,146.9786,GWh
Poland,11/1/2023,Distribution Losses,Electricity,1107.2627,GWh
Poland,11/1/2023,Final Consumption (Calculated),Electricity,12496.9382,GWh
Portugal,11/1/2023,Net Electricity Production,Electricity,5014.5172,GWh
Portugal,11/1/2023,Net Electricity Production,Total Combustible Fuels,966.547,GWh
Portugal,11/1/2023,Net Electricity Production,Oil and Petroleum Products,91.011,GWh
Portugal,11/1/2023,Net Electricity Production,Natural Gas,670.5562,GWh
Portugal,11/1/2023,Net Electricity Production,Combustible Renewables,198.3179,GWh
Portugal,11/1/2023,Net Electricity Production,Other Combustible Non-Renewables,6.662,GWh
Portugal,11/1/2023,Net Electricity Production,Hydro,2341.5035,GWh
Portugal,11/1/2023,Net Electricity Production,Wind,1386.4108,GWh
Portugal,11/1/2023,Net Electricity Production,Solar,307.1606,GWh
Portugal,11/1/2023,Net Electricity Production,Geothermal,12.8954,GWh
Portugal,11/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",4246.2881,GWh
Portugal,11/1/2023,Total Imports,Electricity,619.0383,GWh
Portugal,11/1/2023,Total Exports,Electricity,699.7072,GWh
Portugal,11/1/2023,Used for pumped storage,Electricity,264.1811,GWh
Portugal,11/1/2023,Distribution Losses,Electricity,415.4076,GWh
Portugal,11/1/2023,Final Consumption (Calculated),Electricity,4254.2596,GWh
Slovak Republic,11/1/2023,Net Electricity Production,Electricity,2619.5221,GWh
Slovak Republic,11/1/2023,Net Electricity Production,Nuclear,1632.862,GWh
Slovak Republic,11/1/2023,Net Electricity Production,Total Combustible Fuels,502.5776,GWh
Slovak Republic,11/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",106.4643,GWh
Slovak Republic,11/1/2023,Net Electricity Production,Oil and Petroleum Products,27.4127,GWh
Slovak Republic,11/1/2023,Net Electricity Production,Natural Gas,145.0624,GWh
Slovak Republic,11/1/2023,Net Electricity Production,Combustible Renewables,215.1491,GWh
Slovak Republic,11/1/2023,Net Electricity Production,Other Combustible Non-Renewables,8.489,GWh
Slovak Republic,11/1/2023,Net Electricity Production,Hydro,459.8173,GWh
Slovak Republic,11/1/2023,Net Electricity Production,Solar,23.2075,GWh
Slovak Republic,11/1/2023,Net Electricity Production,Not Specified,1.0577,GWh
Slovak Republic,11/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",698.1739,GWh
Slovak Republic,11/1/2023,Total Imports,Electricity,905.1304,GWh
Slovak Republic,11/1/2023,Total Exports,Electricity,1320.5109,GWh
Slovak Republic,11/1/2023,Used for pumped storage,Electricity,47.1675,GWh
Slovak Republic,11/1/2023,Distribution Losses,Electricity,104.1,GWh
Slovak Republic,11/1/2023,Final Consumption (Calculated),Electricity,2052.8741,GWh
Slovenia,11/1/2023,Net Electricity Production,Electricity,1108.8846,GWh
Slovenia,11/1/2023,Net Electricity Production,Nuclear,192.624,GWh
Slovenia,11/1/2023,Net Electricity Production,Total Combustible Fuels,335.9925,GWh
Slovenia,11/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",255.8646,GWh
Slovenia,11/1/2023,Net Electricity Production,Oil and Petroleum Products,0.2666,GWh
Slovenia,11/1/2023,Net Electricity Production,Natural Gas,46.8595,GWh
Slovenia,11/1/2023,Net Electricity Production,Combustible Renewables,32.1912,GWh
Slovenia,11/1/2023,Net Electricity Production,Other Combustible Non-Renewables,0.8105,GWh
Slovenia,11/1/2023,Net Electricity Production,Hydro,525.5778,GWh
Slovenia,11/1/2023,Net Electricity Production,Wind,0.386,GWh
Slovenia,11/1/2023,Net Electricity Production,Solar,54.3043,GWh
Slovenia,11/1/2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",612.4594,GWh
Slovenia,11/1/2023,Total Imports,Electricity,862.748,GWh
Slovenia,11/1/2023,Total Exports,Electricity,789.955,GWh
Slovenia,11/1/2023,Used for pumped storage,Electricity,36.3478,GWh
Slovenia,11/1/2023,Distribution Losses,Electricity,95.2377,GWh
Slovenia,11/1/2023,Final Consumption (Calculated),Electricity,1050.0921,GWh
Spain,11/1/2023,Net Electricity Production,Electricity,21918.6749,GWh
Spain,11/1/2023,Net Electricity Production,Nuclear,3761.3813,GWh
Spain,11/1/2023,Net Electricity Production,Total Combustible Fuels,5065.846,GWh
Spain,11/1/2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",255.8197,GWh
Spain,11/1/2023,Net Electricity Production,Oil and Petroleum Products,751.9837,GWh
Spain,11/1/2023,Net Electricity Production,Natural Gas,3657.0975,GWh
Spain,11/1/2023,Net Electricity Production,Combustible Renewables,360.3426,GWh
Spain,11/1/2023,Net Electricity Production,Other Combustible Non-Renewables,40.6025,GWh
Spain,11/1/2023,Net Electricity Production,Hydro,3906.2181,GWh
